"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"HPOL_004668-RA",71,33,27,108
"HPOL_004669-RA",146,64,75,291
"HPOL_004670-RA",140,49,55,166
"HPOL_001946-RA",5549,2650,2747,10366
"HPOL_001947-RA",839,336,280,1474
"HPOL_001948-RA",7075,3549,3532,13021
"HPOL_002533-RA",312,101,110,262
"HPOL_004639-RA",889,543,421,1695
"HPOL_004640-RA",752,367,310,1030
"HPOL_001104-RA",965.257445996941,524.466047991412,611.499152377459,2113.86422476743
"HPOL_001105-RA",505,276,175,825
"HPOL_001106-RA",280,102,75,401
"HPOL_001107-RA",225,101,93,224
"HPOL_004641-RA",862,519,587,1505
"HPOL_004642-RA",1247,735,561,1750
"HPOL_004643-RA",520,308,366,1155
"HPOL_002417-RA",1485,638,498,1741
"HPOL_004495-RA",488,254,226,742
"HPOL_002418-RA",503,210,177,841
"HPOL_002419-RA",923,497,379,1671
"HPOL_002420-RA",324,142,153,570
"HPOL_004658-RA",2288,1114,902,3231
"HPOL_004659-RA",5404,1672,1739,5409
"HPOL_002033-RA",708,324,272,988
"HPOL_002034-RA",2433,1107,994,3286
"HPOL_002035-RA",924,396,477,1165
"HPOL_002036-RA",1787,883,853,3414
"HPOL_002037-RA",94,56,34,156
"HPOL_004496-RA",757,340,315,968
"HPOL_002038-RA",671,347,303,871
"HPOL_002039-RA",595,344,231,746
"HPOL_004662-RA",125,46,20,138
"HPOL_004663-RA",65,36,24,117
"HPOL_004650-RA",406,208,147,688
"HPOL_004651-RA",1320,619,555,1874
"HPOL_004652-RA",1673,927,554,1953
"HPOL_004656-RA",844,417,432,1505
"HPOL_004657-RA",2750,1333,1256,4414
"HPOL_004675-RA",349,235,643,2342
"HPOL_001623-RA",1,0,8,1
"HPOL_004676-RA",166,104,107,284
"HPOL_004677-RA",97,33,65,141
"HPOL_004678-RA",205,94,118,370
"HPOL_002524-RA",660,257,243,1301
"HPOL_002525-RA",3276,1678,1024,4848
"HPOL_002526-RA",374,194,165,534
"HPOL_002527-RA",279,87,82,217
"HPOL_004660-RA",697,175,149,567
"HPOL_004661-RA",219,84,127,414
"HPOL_004664-RA",156,60,116,324
"HPOL_001624-RA",458,254,353,885
"HPOL_004665-RA",484,131,160,474
"HPOL_004666-RA",406,185,354,1169
"HPOL_004667-RA",278,90,125,236
"HPOL_004671-RA",555,257,309,992
"HPOL_004672-RA",379,173,289,674
"HPOL_004673-RA",560,274,328,1066
"HPOL_004674-RA",3227,1551,1548,4976
"HPOL_002596-RA",1590,756,692,1794
"HPOL_002597-RA",1775.12580652478,803,965,3830.52641067594
"HPOL_002071-RA",110,36,41,104
"HPOL_001625-RA",1089.34996442859,531.74904301406,331.839238535477,1739.50455261372
"HPOL_002072-RA",1183,593,460,1710
"HPOL_002073-RA",10,0,0,9
"HPOL_002074-RA",1405,567,724,1735
"HPOL_002075-RA",306,54,101,151
"HPOL_002076-RA",901,451,520,1342
"HPOL_004680-RA",974,239,208,578
"HPOL_004681-RA",285,93,67,176
"HPOL_002789-RA",2881,1412,1368,4049
"HPOL_002790-RA",1254,578,690,1763
"HPOL_002791-RA",26,20,16,40
"HPOL_001626-RA",736,367,316,1336
"HPOL_002707-RA",784,315,356,1004
"HPOL_002792-RA",926,472,396,1432
"HPOL_002793-RA",1490,805,690,2451
"HPOL_004679-RA",1851,922,862,3586
"HPOL_004706-RA",696,277,353,1141
"HPOL_004707-RA",2010,914,916,2493
"HPOL_001399-RA",312,142,53,437
"HPOL_001400-RA",126,38,14,69
"HPOL_004721-RA",813.778194213425,345.744173963367,386,1147.56943752293
"HPOL_004722-RA",1073.48819040456,551.492732445094,397.754158388798,1551.68882803094
"HPOL_004682-RA",503,221,247,956
"HPOL_001627-RA",194,80,72,327
"HPOL_001965-RA",101,55,37,171
"HPOL_002055-RA",2559,1222,1287,3486
"HPOL_002056-RA",1025,471,477,1384
"HPOL_002057-RA",164,88,72,329
"HPOL_002058-RA",186,82,35,315
"HPOL_002059-RA",219,90,86,385
"HPOL_004685-RA",434,221,217,839
"HPOL_004686-RA",438,206,217,672
"HPOL_004687-RA",1547,674,589,1891
"HPOL_004688-RA",125,61,50,186
"HPOL_001628-RA",835.650035571408,434.25095698594,479.160761464523,1249.49544738628
"HPOL_004689-RA",362,209,127,639
"HPOL_002060-RA",990,541,490,1741
"HPOL_002061-RA",445,211,223,805
"HPOL_004690-RA",84,55,55,88
"HPOL_004691-RA",750,217,207,713
"HPOL_004698-RA",966,560,424,1351
"HPOL_004699-RA",97,59,71,177
"HPOL_004700-RA",1779,856,637,2265
"HPOL_004692-RA",626,218,240,618
"HPOL_004693-RA",99,31,16,123
"HPOL_004238-RA",1166.59114775675,585.560573425459,462.323962463547,1756.76237340306
"HPOL_004694-RA",1608,758,643,2551
"HPOL_004710-RA",2088,1034,937,3424
"HPOL_004711-RA",478,254,375,1165
"HPOL_004701-RA",519,271,170,823
"HPOL_004702-RA",1935,861,1430,4065
"HPOL_004712-RA",1254,573,511,2150
"HPOL_004715-RA",1347,605,567,2242
"HPOL_004716-RA",950,392,381,1442
"HPOL_004717-RA",158.441029644893,41.507092438223,38.0193609360891,159.258794199236
"HPOL_004713-RA",987,510,439,1521
"HPOL_004239-RA",2040,752,538,2076
"HPOL_004714-RA",433,118,118,348
"HPOL_001927-RA",432.906578245231,147.203889782018,144.63396014455,245.858341614621
"HPOL_001928-RA",95,58,27,142
"HPOL_001929-RA",345.093421754769,103.796110217982,54.3660398554505,186.141658385379
"HPOL_004743-RA",107,32,22,168
"HPOL_004744-RA",459,147,221,476
"HPOL_000724-RA",17629,8140,7667,26608
"HPOL_000725-RA",146.017171455214,76.4701978114329,60.2447332155366,261.839027874435
"HPOL_000726-RA",94,59,39,164
"HPOL_000727-RA",137,60,72,232
"HPOL_004240-RA",161,46,30,99
"HPOL_000728-RA",258,82,82,274
"HPOL_000729-RA",265,74,83,398
"HPOL_000730-RA",8671,4445,2719,11809
"HPOL_002122-RA",1011,424,588,1517
"HPOL_002123-RA",1660,796,620,2270
"HPOL_002124-RA",981,342,272,1278
"HPOL_002125-RA",136,77,58,178
"HPOL_004766-RA",1098,526,382,1666
"HPOL_004767-RA",139,53,78,289
"HPOL_004768-RA",5405,2465,2238,7019
"HPOL_005000-RA",759,376,270,1319
"HPOL_004752-RA",1321,440,351,930
"HPOL_004727-RA",69,25,20,63
"HPOL_004728-RA",83,46,31,75
"HPOL_004729-RA",360.09897497767,209.175307476638,177.927057510279,692.919079792045
"HPOL_004730-RA",810,444,626,1332
"HPOL_002376-RA",528,218,261,783
"HPOL_002377-RA",298,81,51,177
"HPOL_002378-RA",385,153,223,560
"HPOL_002379-RA",638,369,490,1760
"HPOL_002380-RA",297,125,119,420
"HPOL_005001-RA",360,83,150,248
"HPOL_002381-RA",3582,1857,971,3126
"HPOL_004757-RA",345,172,135,372
"HPOL_004758-RA",4,1,0,6
"HPOL_004759-RA",0,0,0,0
"HPOL_004760-RA",97,32,21,83
"HPOL_004761-RA",395,179,221,722
"HPOL_004762-RA",16,3,3,27
"HPOL_004745-RA",242,93,130,395
"HPOL_004746-RA",224,88,123,311
"HPOL_004747-RA",229,120,67,205
"HPOL_005002-RA",198,87,113,378
"HPOL_000793-RA",421,174,156,537
"HPOL_000794-RA",1831.39587036244,998.524586342379,1078.63389533577,3744.43504536277
"HPOL_000795-RA",208,69,67,199
"HPOL_000796-RA",1077,579.999459406547,487.042542299752,2013.99017353535
"HPOL_000797-RA",665,343,351,1259
"HPOL_004735-RA",74.245282984693,22.4807086384975,33.8311304961488,35.4881617633348
"HPOL_004736-RA",258,76,132,213
"HPOL_004737-RA",11380,5270,3521,14732
"HPOL_004738-RA",449,209,286,1047
"HPOL_001021-RA",235,109,83,303
"HPOL_005349-RA",40,11,1,24
"HPOL_001022-RA",1358,768,779,2932
"HPOL_001023-RA",1145,566,431,1676
"HPOL_001024-RA",252,125,147,370
"HPOL_001025-RA",1188,606,743,1799
"HPOL_001026-RA",1895,907,1147,4039
"HPOL_001110-RA",354,169,231,566
"HPOL_001111-RA",1088,487,530,1646
"HPOL_001112-RA",199,119,63,360
"HPOL_001113-RA",761,399,406,1372
"HPOL_001114-RA",456,196,328,793
"HPOL_005350-RA",260,74,97,206
"HPOL_002708-RA",426,188,149,485
"HPOL_001115-RA",904,395,400,1339
"HPOL_001116-RA",549,191,238,502
"HPOL_001117-RA",436,203,189,661
"HPOL_004741-RA",849.282868120241,443.280812443765,331.547207685399,1150.33352540583
"HPOL_004742-RA",267,136,157,486
"HPOL_000116-RA",397,160,183,427
"HPOL_000117-RA",3051,1433,1255,3154
"HPOL_000118-RA",373,170,199,538
"HPOL_000119-RA",2806,1115,1239,3876
"HPOL_000120-RA",487,214,158,529
"HPOL_000369-RA",0,0,0,0
"HPOL_000121-RA",11055,5110,5485,17672
"HPOL_000122-RA",457,250,188,810
"HPOL_000123-RA",1534,751,761,2628
"HPOL_000124-RA",2748,1275,1417,4265
"HPOL_000174-RA",915,440,492,1576
"HPOL_000175-RA",473.78713377046,237.721736250422,337.724059533244,826.058637925831
"HPOL_000176-RA",1180.3624971071,528.712536082783,441.167382087354,1416.86569418302
"HPOL_000177-RA",238,83,110,316
"HPOL_000178-RA",532.637502892896,242.287463917217,179.832617912646,723.134305816979
"HPOL_000179-RA",738,304,447,1729
"HPOL_000370-RA",1092,513,755,2553
"HPOL_000180-RA",228,96,123,370
"HPOL_000181-RA",1278.70078085533,576,676,2268.83045919296
"HPOL_000182-RA",490,216,195,876
"HPOL_000183-RA",356,130,173,317
"HPOL_000184-RA",14.2992191446721,0,0,34.1695408070372
"HPOL_002600-RA",800,328,275,1412
"HPOL_002601-RA",1251,560,532,1619
"HPOL_002602-RA",9118,4372,3541,14365
"HPOL_002603-RA",206,62,91,209
"HPOL_004771-RA",461,221,228,640
"HPOL_000371-RA",303,158,182,583
"HPOL_004772-RA",141,82,139,248
"HPOL_004773-RA",5.42216563819422,0,0,10.5985847180507
"HPOL_000329-RA",69,25,23.5,121
"HPOL_000330-RA",147,74,57,262
"HPOL_000331-RA",615,287,251,847
"HPOL_000332-RA",233,88,42,332
"HPOL_000333-RA",417,220,113,552
"HPOL_000334-RA",3640,1734,1520,5591
"HPOL_000335-RA",206.555719905811,61.0748197999638,52,169.789183810713
"HPOL_000336-RA",1538.52912065615,710,617,2186.90304490476
"HPOL_000372-RA",195,74,51,288
"HPOL_000337-RA",73,37,24,68
"HPOL_000338-RA",156,40,38,91
"HPOL_000339-RA",281,89,74,356
"HPOL_000340-RA",66,14,43,94
"HPOL_000341-RA",123,59,63,199
"HPOL_000342-RA",149,61,113,284
"HPOL_004753-RA",298,141,161,452
"HPOL_004754-RA",798,363,445,1411
"HPOL_002686-RA",157,74,87,369
"HPOL_002687-RA",294,128,148,336
"HPOL_000373-RA",604,299,286,941
"HPOL_002688-RA",477,147,95,349
"HPOL_002689-RA",341,165,192,425
"HPOL_002690-RA",2256,1128,1012,3801
"HPOL_002691-RA",54,27,47,95
"HPOL_002093-RA",1263,565,805,2899
"HPOL_002094-RA",295,157,136,510
"HPOL_000308-RA",119,61,64,101
"HPOL_000309-RA",3461,1461,2050,6080
"HPOL_000310-RA",1306,619,430,1736
"HPOL_000311-RA",277,142,148,427
"HPOL_000374-RA",365,155,124,481
"HPOL_000312-RA",307,164,127,445
"HPOL_000313-RA",506,144,133,438
"HPOL_002126-RA",234,101,47,209
"HPOL_002127-RA",775,389,217,905
"HPOL_002128-RA",65,48,29,123
"HPOL_002129-RA",101,45,50,164
"HPOL_002130-RA",159,37,113,244
"HPOL_000993-RA",608,225,245,796
"HPOL_000994-RA",1375,561,582,1323
"HPOL_000995-RA",230,95,111,337
"HPOL_000375-RA",241,92,109,404
"HPOL_000996-RA",26,9,15,34
"HPOL_000997-RA",1652,663,1116,3232
"HPOL_000998-RA",824,329,284,1070
"HPOL_000999-RA",201,73,72,387
"HPOL_004791-RA",320,135,195,534
"HPOL_004792-RA",834,430,470,1419
"HPOL_004793-RA",4442,2394,2496,6943
"HPOL_004748-RA",315,169,203,537
"HPOL_004749-RA",671,277,293,952
"HPOL_004750-RA",471,190,176,505
"HPOL_005353-RA",609,294,314,963
"HPOL_004751-RA",581,264,289,902
"HPOL_000907-RA",430,251,239,822
"HPOL_000908-RA",384,126,133,457
"HPOL_000909-RA",525,270,200,949
"HPOL_000910-RA",591,264,400,1433
"HPOL_000911-RA",1260,670,649,2035
"HPOL_000912-RA",306,146,125,355
"HPOL_000913-RA",224,81,63,285
"HPOL_001832-RA",222.742554003059,96.5339520085876,122.500847622541,379.135775232565
"HPOL_001833-RA",231.240730842764,98.1391713400497,88.5640779301912,388.112910804003
"HPOL_004164-RA",454,194,267,833
"HPOL_001834-RA",1500,744,742,2455
"HPOL_001835-RA",112,57.5,36,149.5
"HPOL_001836-RA",469,282,289,857
"HPOL_001837-RA",1357,576,430,1395
"HPOL_004774-RA",262,120,168,462
"HPOL_004775-RA",151,64,53,259
"HPOL_004776-RA",1816,649,984,2530
"HPOL_004777-RA",2376,1132,856,2918
"HPOL_004778-RA",132,83,109,248
"HPOL_004779-RA",597,245,117,617
"HPOL_004165-RA",219,57,103,218
"HPOL_002709-RA",354,131,89,368
"HPOL_004780-RA",404,194,171,494
"HPOL_004781-RA",6,1,0,7
"HPOL_000164-RA",138,74,126,264
"HPOL_000165-RA",462,207,259,690
"HPOL_000166-RA",557,308,253,856
"HPOL_000167-RA",82,25,11,42
"HPOL_000168-RA",8835,4356,3742,10990
"HPOL_000169-RA",1519,728,608,2091
"HPOL_000170-RA",103,36,87,152
"HPOL_000171-RA",95,58,53,182
"HPOL_004166-RA",137,35,58,138
"HPOL_000172-RA",299,147,86,305
"HPOL_000173-RA",198,92,69,273
"HPOL_004782-RA",197,66,118,357
"HPOL_004783-RA",1738,618,542,1442
"HPOL_002131-RA",1061,471,573,1831
"HPOL_002132-RA",5284,2516,2157,7294
"HPOL_002133-RA",147,70,36,340
"HPOL_002134-RA",71,43,53,187
"HPOL_004788-RA",478,194,215,788
"HPOL_004789-RA",4404,1736,1337,3380
"HPOL_003763-RA",659,309,249,1016
"HPOL_004790-RA",402,177,215,475
"HPOL_001249-RA",949,242,217,538
"HPOL_001250-RA",382,173,180,585
"HPOL_001251-RA",444,192,215,857
"HPOL_001252-RA",3713,1659,1978,6105
"HPOL_000151-RA",591,227,236,910
"HPOL_000152-RA",184,97,66,318
"HPOL_000153-RA",161,44,51,226
"HPOL_000154-RA",96,39,79,258
"HPOL_000155-RA",945,449,274,1319
"HPOL_003764-RA",1411,629,551,2004
"HPOL_000156-RA",696,288,279,857
"HPOL_000157-RA",88,46,19,156
"HPOL_000158-RA",1170,500,479,1916
"HPOL_000159-RA",1062,642,415,870
"HPOL_000160-RA",64,45,53,103
"HPOL_000161-RA",668,397,277,581
"HPOL_000162-RA",143,60,57,145
"HPOL_000163-RA",629,270,155,821
"HPOL_000665-RA",233,148,178,436
"HPOL_000666-RA",80,38,60,245
"HPOL_005354-RA",1046,457,337,1510
"HPOL_000667-RA",2288.56742802688,1109.11544549226,1263.8782574315,4379.76787670293
"HPOL_004784-RA",7,18,10,53
"HPOL_004785-RA",2648,1383,1160,3472
"HPOL_004786-RA",71,31,43,98
"HPOL_004787-RA",401,167,154,701
"HPOL_004800-RA",248.5,135,199,412.5
"HPOL_004801-RA",1822,873,999,2297
"HPOL_004802-RA",1431,692,576,2041
"HPOL_001460-RA",196,95,75,318
"HPOL_001461-RA",57,12,34,57
"HPOL_005355-RA",428,187,184,588
"HPOL_001462-RA",5512,2284,1968,7427
"HPOL_001463-RA",997,470,620,1417
"HPOL_001464-RA",93,39,34,158
"HPOL_004809-RA",671,237,198,666
"HPOL_004810-RA",271,112,169,536
"HPOL_000886-RA",5465,2653,2202,7879
"HPOL_000887-RA",1134,506,466,1405
"HPOL_000888-RA",878,362,273,1145
"HPOL_000889-RA",1644,751,698,2263
"HPOL_000890-RA",688,291,303,1382
"HPOL_005356-RA",5494,2855,3024,8907
"HPOL_000891-RA",2010,953,863,2762
"HPOL_000892-RA",85,51,24,126
"HPOL_002349-RA",257,114,129,417
"HPOL_002350-RA",121,37,63,254
"HPOL_002351-RA",101,44,66,169
"HPOL_002352-RA",214,85,83,306
"HPOL_002353-RA",0,0,0,0
"HPOL_002354-RA",581,275,364,1177
"HPOL_002355-RA",127,46,59,180
"HPOL_002356-RA",1486,781,639,2291
"HPOL_002550-RA",249,136,164,514
"HPOL_002161-RA",265,137,202,373
"HPOL_002162-RA",785,401,437,1185
"HPOL_002163-RA",300,187,184,728
"HPOL_002164-RA",722,377,553,1755
"HPOL_004831-RA",496,235,331,898
"HPOL_004832-RA",3244,1762,1479,6000
"HPOL_004833-RA",364,154,132,557
"HPOL_004834-RA",497,186,216,841
"HPOL_004811-RA",702,319,341,1234
"HPOL_004812-RA",140,73,98,321
"HPOL_002551-RA",767,319,427,1043
"HPOL_004813-RA",106,41,28,150
"HPOL_004814-RA",13,2,34,20
"HPOL_004815-RA",22,7,19,16
"HPOL_004822-RA",163,65,32,221
"HPOL_004823-RA",2816,1369,1617,4836
"HPOL_004819-RA",149,83,60,271
"HPOL_004820-RA",202,89,82,247
"HPOL_004821-RA",272,136,138,353
"HPOL_000261-RA",2598,1233,1171,4460
"HPOL_000262-RA",126,65,27,212
"HPOL_002552-RA",2938,1280,1767,5134
"HPOL_000263-RA",188,74,19,219
"HPOL_000264-RA",1236,585,345,1172
"HPOL_000265-RA",197,75,70,326
"HPOL_000266-RA",307,200,120,572
"HPOL_000267-RA",158,108,23,231
"HPOL_000268-RA",205,101,92,474
"HPOL_000269-RA",100,17,40,96
"HPOL_000270-RA",416,190,136,662
"HPOL_002864-RA",531,240,239,856
"HPOL_002865-RA",234,128,184,500
"HPOL_002553-RA",1303,661,566,2112
"HPOL_005201-RA",3998,1817,2028,7466
"HPOL_002866-RA",586.175947548172,290.270460390559,203.720427457176,1044.47283333913
"HPOL_004824-RA",254,123,143,634
"HPOL_004825-RA",62,24,32,200
"HPOL_004826-RA",1131,524,419,1808
"HPOL_004860-RA",73,26,9,66
"HPOL_004861-RA",335,103,56,181
"HPOL_004862-RA",300,112,117,361
"HPOL_004863-RA",473,203,199,697
"HPOL_002750-RA",48,13,3,23
"HPOL_002751-RA",181,77,134,290
"HPOL_002554-RA",2375,1159,991,3398
"HPOL_002752-RA",668,265,255,905
"HPOL_002753-RA",102,36,31,188
"HPOL_002754-RA",303,90,120,310
"HPOL_002755-RA",252,94,238,568
"HPOL_002756-RA",154,51,60,154
"HPOL_002208-RA",1943,879,878,2819
"HPOL_002209-RA",1585,802,1223,4203
"HPOL_002210-RA",1111,478,423,1495
"HPOL_002211-RA",6314,2953,3039,12325
"HPOL_000611-RA",271,138,136,332
"HPOL_002555-RA",828,363,287,1110
"HPOL_000612-RA",1600,740,625,2310
"HPOL_000613-RA",1246,590,603,1860
"HPOL_000614-RA",637.509324278453,362.073063624267,206.028999127217,641.807489002642
"HPOL_000615-RA",226,118,136,326
"HPOL_000616-RA",126.490675721547,96.926936375733,9.97100087278296,163.192510997358
"HPOL_004840-RA",86,38,45,90
"HPOL_004841-RA",763,388,391,1015
"HPOL_004842-RA",1075,491,445,1293
"HPOL_004867-RA",1349.40885224325,729.439426574541,581.676037536453,1864.23762659694
"HPOL_004868-RA",7910,3443,4111,12849
"HPOL_002556-RA",1521,808,581,2403
"HPOL_000351-RA",1005,422,542,2159
"HPOL_000352-RA",1350,679,621,2243
"HPOL_000353-RA",191,61,63,116
"HPOL_000354-RA",229,65,102,145
"HPOL_000355-RA",1027,549,479,1717
"HPOL_000356-RA",158,28,23,69
"HPOL_000357-RA",529,313,286,820
"HPOL_000358-RA",248,99,91,364
"HPOL_000359-RA",74,39,29,295
"HPOL_000360-RA",902,420,429,1754
"HPOL_002557-RA",182,95,88,319
"HPOL_000361-RA",2813,1221,1502,4604
"HPOL_000362-RA",251,114,92,470
"HPOL_002170-RA",124,26,14,75
"HPOL_002171-RA",650,231,227,689
"HPOL_002172-RA",36,17,17,19
"HPOL_002173-RA",1709,840,755,2705
"HPOL_002224-RA",3455,1673,2352,5884
"HPOL_002225-RA",629,360,255,954
"HPOL_002226-RA",27,18,20,46
"HPOL_002227-RA",821,330,521,1282
"HPOL_002558-RA",320,121,79,379
"HPOL_002228-RA",470,199,131,530
"HPOL_002229-RA",8292,3692,5591,17371
"HPOL_000706-RA",270,108,113,553
"HPOL_000707-RA",81,48,38,217
"HPOL_000708-RA",1342,693,546,2045
"HPOL_000709-RA",281,89,188,491
"HPOL_000710-RA",924,426,361,1601
"HPOL_000711-RA",127,52,93,237
"HPOL_000712-RA",880,414,519,2533
"HPOL_000713-RA",651,436,1406,4543
"HPOL_004168-RA",912.338682678555,460,353,1461
"HPOL_000714-RA",6262.73365496168,3052.0454036445,4006.11088444187,9645.03578307666
"HPOL_000715-RA",1373,1236,3155,1938
"HPOL_000716-RA",273,172,117,601
"HPOL_001607-RA",153,85,16,230
"HPOL_001608-RA",2629,1207,1509,4675
"HPOL_001609-RA",825,391,746,2042
"HPOL_001610-RA",227.645193321973,114.072862156575,75.7497485940488,358.758262183361
"HPOL_001611-RA",1854,891,605,2370
"HPOL_001612-RA",192,113,69,261
"HPOL_001613-RA",1866,856,351,1547
"HPOL_004169-RA",279,129,136,407
"HPOL_001614-RA",5678,2134,2225,5315
"HPOL_004837-RA",1513,691,636,2303
"HPOL_004838-RA",2695,1317,1426,5268
"HPOL_004839-RA",488,236,190,619
"HPOL_000504-RA",188,96,117,326
"HPOL_000505-RA",764,408,257,1017
"HPOL_000506-RA",1272,685,486,2026
"HPOL_000507-RA",258.055690218551,132.510588300095,92.1605747485705,492.195933229996
"HPOL_000508-RA",584,186,146,455
"HPOL_000509-RA",266.944309781449,151.489411699905,139.839425251429,383.804066770004
"HPOL_004170-RA",514,252,201,951
"HPOL_000510-RA",129,76,75,285
"HPOL_002187-RA",111,39,1,75
"HPOL_002188-RA",233,58,80,162
"HPOL_002189-RA",2922,1437,1832,5728
"HPOL_002190-RA",747,410,557,1872
"HPOL_002651-RA",354,120,116,402
"HPOL_002652-RA",366,174,483,1345
"HPOL_002653-RA",978,421,330,1220
"HPOL_002654-RA",1249,540,638,2135
"HPOL_002655-RA",187,85,54,411
"HPOL_005357-RA",369,182,233,725
"HPOL_002606-RA",160,93,71,243
"HPOL_002607-RA",555,159,192,408
"HPOL_002608-RA",399,161,162,632
"HPOL_002609-RA",1526,648,791,2591
"HPOL_002610-RA",146,35,29,94
"HPOL_002193-RA",374,137,214,503
"HPOL_002194-RA",735,345,357,1218
"HPOL_002195-RA",456,183,248,1010
"HPOL_004846-RA",143,61,59,246
"HPOL_004847-RA",219,116,162,473.052214124881
"HPOL_005358-RA",62,5,7,67
"HPOL_005202-RA",2707,1217,1362,3927
"HPOL_004848-RA",798,329,293,1011
"HPOL_004849-RA",832,332,410,1091
"HPOL_004850-RA",1351,664,858,2687
"HPOL_004852-RA",606,297,281,964
"HPOL_004853-RA",337,139,239,691
"HPOL_002177-RA",79,36,18,71
"HPOL_002178-RA",9,6,0,3
"HPOL_002179-RA",50,26,15,81
"HPOL_002180-RA",2143,1253,1141,2994
"HPOL_004856-RA",459,253,216,827
"HPOL_003678-RA",119.240941150469,58.0946392688284,58.2234912554757,223.827963148588
"HPOL_004857-RA",832,423,357,1305
"HPOL_004858-RA",351,78,189,341
"HPOL_004859-RA",450,205,194,772
"HPOL_002182-RA",1625,776,1227,3503
"HPOL_002183-RA",8049,2890,404,1563
"HPOL_002184-RA",353,186,171,485
"HPOL_002185-RA",116,49,46,167
"HPOL_002186-RA",162,67,115,298
"HPOL_002218-RA",445,209,153,641
"HPOL_002219-RA",4383,2187,1679,5906
"HPOL_003679-RA",3020,1113,984,3450
"HPOL_002220-RA",3383,1790,1586,5400
"HPOL_002221-RA",41,13,19,38
"HPOL_002222-RA",17,9,6,9
"HPOL_002223-RA",11,5,10,10
"HPOL_004864-RA",100.364023742653,26,37,138
"HPOL_004865-RA",106,62,111,329
"HPOL_004866-RA",599,316,392,1222
"HPOL_004098-RA",222.820813278186,141.611772999554,63.0737841022389,364.223550465667
"HPOL_004099-RA",882,448,375,1318
"HPOL_004100-RA",30,7,0,11
"HPOL_003680-RA",133.759058849531,72.9053607311716,64.7765087445243,235.172036851412
"HPOL_004101-RA",58,17,36,83
"HPOL_004869-RA",150,63,101,223
"HPOL_004870-RA",888,426,276,1081
"HPOL_004871-RA",367,128,82,256
"HPOL_000607-RA",253,137,161,449
"HPOL_000608-RA",916.094872217046,453.877718513355,491.988954739961,1611.52825818409
"HPOL_000609-RA",477,192,277,659
"HPOL_000610-RA",731,308,342,1211
"HPOL_001018-RA",2487,1123,780,3247
"HPOL_001019-RA",61,44,48,120
"HPOL_005359-RA",1018,451,573,1618
"HPOL_001020-RA",374,201,299,752
"HPOL_004872-RA",3529,1638,1369,5094
"HPOL_004873-RA",504,262,251,981
"HPOL_004874-RA",313,143,167,583
"HPOL_004875-RA",1455,461,584,1516
"HPOL_004876-RA",195,74,77,302
"HPOL_004884-RA",826,376,343,1473
"HPOL_004885-RA",120,52,101,270
"HPOL_004851-RA",148,59,83,228
"HPOL_004902-RA",382,230,192,540
"HPOL_005360-RA",676,374,302,1757
"HPOL_004903-RA",31,11,14,55
"HPOL_004904-RA",801,275,331,1099
"HPOL_002212-RA",2306,1254,788,3178
"HPOL_002213-RA",223,85,93,226
"HPOL_002214-RA",53,7,73,162
"HPOL_002215-RA",94,33,92,322
"HPOL_002216-RA",113,36,55,123
"HPOL_002217-RA",234,136,294,828
"HPOL_004892-RA",1468,808,567,2590
"HPOL_004889-RA",102,56,49,235
"HPOL_005361-RA",422,223,235,748
"HPOL_004890-RA",382,166,211,740
"HPOL_004891-RA",236,80,94,350
"HPOL_001334-RA",37,10,3,14
"HPOL_001335-RA",109,67,40,268
"HPOL_001336-RA",399,198,341,1251
"HPOL_001337-RA",863,351,518,1324
"HPOL_001338-RA",1984,885,1258,3384
"HPOL_001339-RA",894,479,637,1587
"HPOL_001340-RA",479,122,181,278
"HPOL_004886-RA",2254,1200,738,3062
"HPOL_004258-RA",692,350,273,890
"HPOL_004887-RA",115,47,109,153
"HPOL_004888-RA",80,32,24,88
"HPOL_004914-RA",384,102,88,326
"HPOL_004893-RA",418,191,138,575
"HPOL_004894-RA",268,109,126,432
"HPOL_004895-RA",314.20707580269,143.380520445766,151.990495519878,528.976485733246
"HPOL_004896-RA",211,90,75,255
"HPOL_004897-RA",9074,4391,3522,11552
"HPOL_004898-RA",1015,515,402,1558
"HPOL_004899-RA",1325,589,650,1986
"HPOL_004259-RA",193,37,39,127
"HPOL_004900-RA",201,56,50,178
"HPOL_004901-RA",726,363,344,1066
"HPOL_003447-RA",204.668539701936,148.84625100843,151,450.413595060421
"HPOL_003448-RA",186,65,185,598
"HPOL_002239-RA",80,27,38,150
"HPOL_002240-RA",1614,588,429,1152
"HPOL_002241-RA",275,83,180,521
"HPOL_002242-RA",177,82,71,226
"HPOL_002243-RA",811,418,662,2697
"HPOL_002244-RA",1606,793,601,2339
"HPOL_004260-RA",68.9933672799968,63.0682688953372,28.0480900844198,303.694207234771
"HPOL_004907-RA",1933,845,1156,3404
"HPOL_004908-RA",1911,851,1207,2440
"HPOL_004909-RA",1048,516,587,1981
"HPOL_004910-RA",112,47,118,346
"HPOL_002197-RA",3392,1350,1962,6426
"HPOL_002198-RA",61,21,12,45
"HPOL_002199-RA",853,420,211,1193
"HPOL_004927-RA",1587,773,602,2399
"HPOL_004928-RA",31,42,31,100
"HPOL_004924-RA",1165,629,945,2989
"HPOL_005368-RA",480,245,195,817
"HPOL_005203-RA",3793,2091,2554,6835
"HPOL_004925-RA",36,12,21,76
