"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"HPOL_006052-RA",345.396097404154,167.24243670213,185.373662646242,694.443824292335
"HPOL_006055-RA",906,460,392,1391
"HPOL_006056-RA",21,3,21,23
"HPOL_006054-RA",318,136,151,437
"HPOL_006057-RA",261,116,145,392
"HPOL_006083-RA",266,110,103,393
"HPOL_006058-RA",111,64,62,224
"HPOL_001424-RA",1518,664,528,1873
"HPOL_000677-RA",19,9,2,32
"HPOL_001425-RA",222,95,61,281
"HPOL_001426-RA",5031,2531,2166,8343
"HPOL_001427-RA",191,74,250,749
"HPOL_001428-RA",1392,401,433,1319
"HPOL_001429-RA",558,305,214,981
"HPOL_001430-RA",886.775003671932,414.017808233334,364.352575620683,1155.44041227873
"HPOL_002960-RA",32,9,14,42
"HPOL_002961-RA",136,87,61,199
"HPOL_002962-RA",30,5,11,22
"HPOL_002963-RA",32,10,18,47
"HPOL_000678-RA",1042,403,429,1535
"HPOL_006059-RA",436,244,259,869
"HPOL_006067-RA",70.3865323431782,22,7,116.367535954791
"HPOL_006091-RA",144,64,80,204
"HPOL_006061-RA",4727,2983,2846,8628
"HPOL_006062-RA",128,57,22,183
"HPOL_006065-RA",322,149,146,527
"HPOL_006066-RA",528,258,232,868
"HPOL_005567-RA",207,97,81,374
"HPOL_005568-RA",803,447,369,1410
"HPOL_006068-RA",485,273,373,886
"HPOL_000679-RA",4194,2204,1715,6415
"HPOL_006070-RA",1580,680,797,2174
"HPOL_002975-RA",132,42,44,197
"HPOL_002976-RA",64,24,17,56
"HPOL_002977-RA",394,149,214,782
"HPOL_002978-RA",544,251,406,1195
"HPOL_006072-RA",205,77,55,209
"HPOL_006078-RA",74,22,26,71
"HPOL_006074-RA",199,65,78,363
"HPOL_006075-RA",1044,631,937,3139
"HPOL_006121-RA",1514,802,567,2167
"HPOL_000680-RA",98,42,37,128
"HPOL_006076-RA",307,188,74,442
"HPOL_006100-RA",1344,516,423,1145
"HPOL_006077-RA",796,419,448,1849
"HPOL_006079-RA",2287,1016,744,3455
"HPOL_006080-RA",2724.01503804136,1145,1356,3225
"HPOL_006094-RA",137,54,45,227
"HPOL_002979-RA",42.5,18,27,89
"HPOL_002980-RA",379.239225707057,242.225701478465,237.757668724468,543.060093704121
"HPOL_002981-RA",1237,636,785,2430
"HPOL_002982-RA",1486,819,691,2630
"HPOL_000681-RA",285,167,148,439
"HPOL_006081-RA",136,54,77,166
"HPOL_006082-RA",84,48,50,99
"HPOL_006104-RA",706,230,227,548
"HPOL_006084-RA",2,3,0,5
"HPOL_006085-RA",202.106324822282,99.8556553961281,159.735467001859,345.280376832804
"HPOL_006087-RA",1577,800,746,2579
"HPOL_006086-RA",1172,555,525,1776
"HPOL_006099-RA",1,2,0,0
"HPOL_006089-RA",387,133,162,658
"HPOL_006088-RA",377,156,163,448
"HPOL_000682-RA",506,265,336,915
"HPOL_006090-RA",771,384,342,1329
"HPOL_001040-RA",228,88,119,460
"HPOL_001041-RA",32,9,13,31
"HPOL_001042-RA",552,277,262,825
"HPOL_001043-RA",301,160,306,1018
"HPOL_006092-RA",437,218,194,768
"HPOL_006093-RA",101,64,38,121
"HPOL_006106-RA",3431,1724,1374,4361
"HPOL_000478-RA",2487,1173,998,3705
"HPOL_000479-RA",2595,1382,1566,5964
"HPOL_000683-RA",129,51,68,174
"HPOL_000480-RA",299,165,132,470
"HPOL_000481-RA",370.290128649067,191.840910050464,200.943183718739,834.712112891448
"HPOL_000482-RA",2263,1074,1042,3501
"HPOL_000483-RA",73,48,56,132
"HPOL_006095-RA",202,108,120,340
"HPOL_006096-RA",177,108,130,393
"HPOL_006114-RA",1038,574,529,2366
"HPOL_006097-RA",265,117,59,169
"HPOL_006098-RA",533.689396188043,247.768464828156,502.353207130882,1633.23642813777
"HPOL_006116-RA",129,67,107,304
"HPOL_000684-RA",496,236,379,1023
"HPOL_006117-RA",469,170,291,1054
"HPOL_002996-RA",193,96,101,414
"HPOL_002997-RA",5548,2747,2264,8157
"HPOL_002998-RA",3645,1834,1554,5068
"HPOL_002999-RA",962,446,421,1504
"HPOL_005481-RA",12690,5943,5731,18476
"HPOL_005482-RA",64,36,86,71
"HPOL_005483-RA",510,256,218,925
"HPOL_006101-RA",3773,1951,1751,5822
"HPOL_006102-RA",7,3,1,5
"HPOL_004136-RA",1976,535,623,1556
"HPOL_006103-RA",1257,651,450,1880
"HPOL_006126-RA",45,13,41,41
"HPOL_006105-RA",1428.51775369992,840.283449795468,669.830689612342,2362.52721509093
"HPOL_006107-RA",3545,1721,1506,5362
"HPOL_006108-RA",1030.26634503832,517.954596355499,531.889115558128,1493.96421692334
"HPOL_005955-RA",210,74,82,304
"HPOL_005956-RA",673,312,290,1014
"HPOL_003011-RA",724,339,353,1573
"HPOL_003012-RA",24,11,0,30
"HPOL_003013-RA",828,410,287,1295
"HPOL_004137-RA",7049,3257,3140,9614
"HPOL_006134-RA",254,107,41,287
"HPOL_006109-RA",535.248858351009,283.657953457615,268.598593089307,841.115392779961
"HPOL_005751-RA",1289,681,434,1799
"HPOL_006110-RA",487,181,230,564
"HPOL_006111-RA",1214,533,912,3040
"HPOL_006112-RA",897,400,368,963
"HPOL_006113-RA",324,190,128,505
"HPOL_006115-RA",3015,1243,1074,3932
"HPOL_006118-RA",60,15,3,29
"HPOL_006119-RA",195,107,56,324
"HPOL_001866-RA",408,194,341,1049
"HPOL_006128-RA",36,15,22,62
"HPOL_006120-RA",1252,594,481,1926
"HPOL_003000-RA",981.507821744188,304,181,865
"HPOL_003001-RA",5290,2705,2521,8217
"HPOL_006140-RA",240,124,163,378
"HPOL_006122-RA",216,73,62,279
"HPOL_006123-RA",271,92,114,452
"HPOL_006124-RA",370,163,142,360
"HPOL_006144-RA",151,54,108,279
"HPOL_006145-RA",164,66,64,247
"HPOL_001867-RA",1598,681,887,2715
"HPOL_006125-RA",73,32,26,118
"HPOL_006127-RA",202,97,78,336
"HPOL_006129-RA",236,152,606,1940
"HPOL_006130-RA",374,163,228,1016
"HPOL_006133-RA",512.383248266168,275.670200537202,308.934121206734,879.793445222931
"HPOL_003002-RA",1722,927,713,2635
"HPOL_003003-RA",759,214,154,471
"HPOL_003004-RA",3774,1660,1181,3898
"HPOL_003005-RA",506,229,207,698
"HPOL_006131-RA",450,220,219,726
"HPOL_001868-RA",148,60,101,275
"HPOL_006132-RA",217,93,123,332
"HPOL_006135-RA",191,76,95,167
"HPOL_006136-RA",185.658340490703,63.8428725977596,39,268.482379650123
"HPOL_006137-RA",1307,629,646,2087
"HPOL_005922-RA",3905,1882,1645,5550
"HPOL_005923-RA",417,160,162,577
"HPOL_005627-RA",4421.73147154306,2178.87579859882,1507,4035.29818589882
"HPOL_005628-RA",1565,717,803,2601
"HPOL_003014-RA",508,123,162,386
"HPOL_003015-RA",427,179,209,758
"HPOL_001869-RA",763,375,562,2002
"HPOL_003016-RA",31,14,53,50
"HPOL_005800-RA",383.196397136526,193.503650979109,116.485614162831,575.132079445185
"HPOL_006138-RA",475,209,304,913
"HPOL_006139-RA",1276,629,793,2488
"HPOL_006146-RA",651,333,318,1214
"HPOL_006141-RA",454,258,300,968
"HPOL_006142-RA",475,225,230,810
"HPOL_006143-RA",498,288,403,1013
"HPOL_006155-RA",340,215,175,768
"HPOL_005710-RA",341,152,151,462
"HPOL_001870-RA",531,321,194,671
"HPOL_005711-RA",191.354806678027,85.9271378434254,54.2502514059512,256.241737816639
"HPOL_006147-RA",2305,1164,769,3327
"HPOL_006148-RA",258.270287039049,80.5251334641908,54,235
"HPOL_006149-RA",875,425,465,1560
"HPOL_003042-RA",118,44,33,189
"HPOL_003043-RA",377.789483117286,192.05739513897,196,830
"HPOL_003044-RA",2879,1456,1385,4774
"HPOL_006168-RA",23,30,21,51
"HPOL_006150-RA",61.4265890587442,23.5917741911958,25.3314228035155,45
"HPOL_005717-RA",449.164641561954,224.269714662615,196.571536452402,668.957798796607
"HPOL_000386-RA",214,79,66,344
"HPOL_005718-RA",59,24,39,105.448635515073
"HPOL_005719-RA",980.015955744708,471.423719228005,481,1725.029729849
"HPOL_006151-RA",433,224,290,853
"HPOL_000803-RA",1565,898,1006,2698
"HPOL_000804-RA",469,208,205,562
"HPOL_005616-RA",935,504,402,1443
"HPOL_006152-RA",514,209,322,809
"HPOL_006153-RA",4393,2161,1472,6864
"HPOL_006154-RA",105,54,57,94
"HPOL_000629-RA",1024,532,527,1909
"HPOL_000387-RA",190,47,41,98
"HPOL_000630-RA",148,81,94,263
"HPOL_000631-RA",174,78,71,339
"HPOL_000632-RA",308,172,38,388
"HPOL_000633-RA",2809,1395,1186,4109
"HPOL_000634-RA",4205,2112,1994,6401
"HPOL_000635-RA",20,3,0,11
"HPOL_000636-RA",90,31,21,139
"HPOL_000637-RA",573,278,313,990
"HPOL_000638-RA",546,279,276,1005
"HPOL_000639-RA",84,36,37,107
"HPOL_000388-RA",208,55,57,134
"HPOL_000640-RA",427,237,103,695
"HPOL_000641-RA",122,46,67,162
"HPOL_001447-RA",500,250,273,1068
"HPOL_001448-RA",46,22,12,52
"HPOL_001449-RA",501,250,221,628
"HPOL_001450-RA",3062,1672,1467,4392
"HPOL_001451-RA",135,65,22,188
"HPOL_001452-RA",238,85,125,462
"HPOL_003021-RA",193,94,32,282
"HPOL_003022-RA",91,30,34,96
"HPOL_000389-RA",17,6,3,25
"HPOL_003023-RA",2399,1004,800,3029
"HPOL_003024-RA",124,54,102,205
"HPOL_003025-RA",445,315,412,896
"HPOL_003026-RA",2450,1688,2800,12526
"HPOL_001547-RA",3859,1736,1735,5407
"HPOL_001548-RA",169,73,45,189
"HPOL_001549-RA",727,305,491,1713
"HPOL_001550-RA",196,90,64,301
"HPOL_001551-RA",39,17,24,77
"HPOL_001552-RA",1753,847,1376,4764
"HPOL_000390-RA",0,0,1.46883968902545,0
"HPOL_002307-RA",144,51,31,112
"HPOL_002308-RA",48,17,7,66
"HPOL_002309-RA",163,61,67,297
"HPOL_006156-RA",321,132,130,428
"HPOL_006157-RA",557,241,258,791
"HPOL_006158-RA",607,269,466,1675
"HPOL_005768-RA",3238,1432,1339,5741
"HPOL_000790-RA",116,52,37,163
"HPOL_000791-RA",126,43,24,166
"HPOL_000792-RA",235,107,127,470
"HPOL_000391-RA",238,70,74,132
"HPOL_006159-RA",78,31,12,78
"HPOL_006160-RA",266,71,79,149
"HPOL_006161-RA",1620,843,874,3502
"HPOL_000376-RA",306.229038113641,82.0150328439853,65.1661440859657,227.673135931089
"HPOL_000377-RA",1796,955,831,2877
"HPOL_000378-RA",950.121469518919,456.17990816008,428.359893006998,1619.86573917419
"HPOL_000379-RA",255,99,146,485
"HPOL_000380-RA",19,4,20,16
"HPOL_000381-RA",611,303,495,1422
"HPOL_000382-RA",380,209,234,766
"HPOL_000392-RA",192,50,59,226
"HPOL_000383-RA",790,396,244,993
"HPOL_000384-RA",1176,515,381,1396
"HPOL_000385-RA",495,233,340,973
"HPOL_005785-RA",17308,7696,7191,23769
"HPOL_005786-RA",956,465,556,2049
"HPOL_006162-RA",975,452,410,1348
"HPOL_006163-RA",89.4904549687213,59.4572882856077,35.8428168743071,137.666889212425
"HPOL_006164-RA",1198,438,439,1704
"HPOL_006165-RA",1078,517,478,1682
"HPOL_006166-RA",1549,718,504,1971
"HPOL_000393-RA",592.768826826804,294.831971518244,234,1000.1136357478
"HPOL_006167-RA",308,157,157,480
"HPOL_006169-RA",257,121,113,315
"HPOL_003027-RA",166,30,30,122
"HPOL_003028-RA",345,132,150,537
"HPOL_003029-RA",79,14,24,117
"HPOL_003030-RA",425,191,250,749
"HPOL_006170-RA",101,61,144,381
"HPOL_006171-RA",129,61,71,233
"HPOL_006172-RA",420,210,167,693
"HPOL_006173-RA",547,279,303,842
"HPOL_000394-RA",309,101,114,238
"HPOL_006174-RA",768,368,374,1245
"HPOL_006197-RA",30,19,1,18
"HPOL_006175-RA",69,31,57,136
"HPOL_006209-RA",263.992847970347,55.2740570016163,30,135.11871356866
"HPOL_003031-RA",3053,1409,1821,5732
"HPOL_003032-RA",154,67,74,255
"HPOL_003033-RA",1562,718,899,2716
"HPOL_003034-RA",299,84,108,276
"HPOL_006190-RA",888,425,312,1118
"HPOL_006191-RA",343,186,153,423
"HPOL_000395-RA",89,22,26.5311603109745,152
"HPOL_006176-RA",467,203,215,611
"HPOL_005647-RA",201,90,91,399
"HPOL_005648-RA",231,94,130,367
"HPOL_006237-RA",220,73,17,155
"HPOL_006210-RA",727,301,254,1006
"HPOL_006186-RA",1008,511,415,1438
"HPOL_006187-RA",1887,811,754,1931
"HPOL_003045-RA",851,436,594,1520
"HPOL_003046-RA",513,227,171,840
"HPOL_003047-RA",101,30,55,81
"HPOL_000396-RA",119.231173173196,49.1680284817564,72,210.886364252198
"HPOL_003048-RA",59,21,22,73
"HPOL_003049-RA",14105,8419,4542,8986
"HPOL_006179-RA",165,35,47,134
"HPOL_006213-RA",241,75,163,433
"HPOL_006180-RA",46.4040848061646,24,5,66
"HPOL_006181-RA",1195,586,713,1655
"HPOL_006222-RA",124,54,71,195
"HPOL_006182-RA",455,178,298,815
"HPOL_006183-RA",642,318,174,888
"HPOL_006184-RA",1111,543,379,1095
"HPOL_004115-RA",683.467743733524,299.467770488751,384.407949760939,1062.41593288983
"HPOL_006185-RA",173,69,97,193
"HPOL_006189-RA",164,106,144,280
"HPOL_006188-RA",696,363,625,2354
"HPOL_003035-RA",1381,750,567,2321
"HPOL_003036-RA",312,156,128,468
"HPOL_003037-RA",416,277,159,701
"HPOL_006211-RA",3857.63652973045,2365.33545451479,1158.44442381867,2237.38762479553
"HPOL_006192-RA",1457,682,587,2309
"HPOL_002374-RA",1667,808,507,2366
"HPOL_002375-RA",1011,557,527,1489
"HPOL_004116-RA",603,253,193,772
"HPOL_006193-RA",535,275,235,843
"HPOL_006194-RA",62,21,46,111
"HPOL_006224-RA",542,172,179,562
"HPOL_006195-RA",2807,1593,1731,4707
"HPOL_006196-RA",820,510,539,1779
"HPOL_001973-RA",368.835358438046,169.730285337385,178.428463547598,579.042201203393
"HPOL_001974-RA",2056.98404425529,1042.576280772,1076,3770.970270151
"HPOL_001975-RA",224,104,58,315.551364484927
"HPOL_006198-RA",56,22,11,68
"HPOL_003038-RA",3828,1784,2250,6537
"HPOL_004117-RA",5019,2690,3151,6664
"HPOL_003039-RA",313,139,163,603
"HPOL_003040-RA",355,86,112,249
"HPOL_003041-RA",84,20,44,135
"HPOL_005832-RA",1277.37834104857,592.093751734399,525.591827625828,2141.5189330503
"HPOL_005833-RA",23.0700078815847,1.47245584496312,10.5143858371688,48.6763899758849
"HPOL_006199-RA",144,74,58,143
"HPOL_006200-RA",456,196,162,480
"HPOL_006201-RA",346,161,201,461
"HPOL_006243-RA",412,192,145,556
"HPOL_006202-RA",1495,609,696,1593
"HPOL_005265-RA",490,301,268,875
"HPOL_006203-RA",701,316,288,1393
"HPOL_006204-RA",834,401,479,1364
"HPOL_002372-RA",36,23,26,50
"HPOL_002373-RA",156,84,104,278
"HPOL_006205-RA",140.132804770042,56.6834171903327,76.1674482859657,132.381290048501
"HPOL_006206-RA",175,44,72,170
"HPOL_006207-RA",85,40,46,144
"HPOL_003054-RA",623,330,232,1050
"HPOL_003055-RA",300,140,140,612
"HPOL_003056-RA",126,89,35,160
"HPOL_005266-RA",96,55,55,198
"HPOL_003057-RA",172,55,59,174
"HPOL_005844-RA",216,104,104,332
"HPOL_005845-RA",10791,4008,3291,9708
"HPOL_006208-RA",186,92,87,245
"HPOL_006212-RA",198,102,66,455
"HPOL_005614-RA",191.467116847652,61.9111142712492,72.3258657637411,191.581094225142
"HPOL_005615-RA",268,129,76,366
"HPOL_005872-RA",2362,1002,980,3406
"HPOL_006256-RA",194,109,69,310
"HPOL_006214-RA",1792,684,779,2119
"HPOL_004108-RA",220,98,82,277
"HPOL_006215-RA",198,108,143,312
"HPOL_006216-RA",63,27,17,52
"HPOL_006266-RA",234,106,153,457
"HPOL_003065-RA",2768,1340,2081,7782
"HPOL_003066-RA",33,29,43,64
"HPOL_003067-RA",1657,829,698,2665
"HPOL_003068-RA",58,31,9,97
"HPOL_003069-RA",211,125,112,407
"HPOL_006217-RA",77,42,49,138
"HPOL_006219-RA",50,25,17,105
"HPOL_004109-RA",28572,14519,10435,38395
"HPOL_006218-RA",519,267,187,996
"HPOL_006220-RA",94,39,60,207
"HPOL_006262-RA",9921,4501,4346,14720
"HPOL_006263-RA",6250,3184,3192,10953
"HPOL_006253-RA",78,33,39,150
"HPOL_006254-RA",253,103,105,464
"HPOL_006221-RA",35,18,31,77
"HPOL_006223-RA",401,285,166,601
"HPOL_003061-RA",11.5072892827784,0.000215932316583375,0,68.9870769059857
"HPOL_003062-RA",220,103,100,289
"HPOL_004110-RA",87,59,70,104
"HPOL_003063-RA",1191,492,492,1521
"HPOL_003064-RA",248.5,135,199,412.5
"HPOL_006225-RA",7772,4155,4229,16751
"HPOL_006226-RA",150,60,137,267
"HPOL_006227-RA",605,347,361,1046
"HPOL_006270-RA",1955,1054.41633565685,700,2603
"HPOL_005664-RA",1504,716,709,2365
"HPOL_006228-RA",908,513,550,2014
"HPOL_006229-RA",137,55,73,158
"HPOL_006230-RA",298,72,27,278
"HPOL_001145-RA",2109,1044,1629,5617
"HPOL_006232-RA",370,241,221,376
"HPOL_006231-RA",103,71,24,192
"HPOL_006233-RA",1503,692,920,3280
"HPOL_006234-RA",245.955862603281,115.735269510627,129.511474938938,379.649866823745
"HPOL_001488-RA",7667,3645,2685,9261
"HPOL_001489-RA",4939,2516,3078,12442
"HPOL_001490-RA",3243,1356,1075,4547
"HPOL_001491-RA",649,335,282,978
"HPOL_001492-RA",1358,739,382,1726
"HPOL_001493-RA",484,246,207,811
"HPOL_001146-RA",855,431,461,1309
"HPOL_001494-RA",2753.89840197376,1515.91579147922,2450.49545097738,7464.71090439473
"HPOL_001495-RA",199,101,152,494
"HPOL_003058-RA",1316,704,694,2494
"HPOL_003059-RA",1942,967,1454,3879
"HPOL_003060-RA",2918,1449,938,3640
"HPOL_006235-RA",240.709871350933,123.159089949536,135.056816281261,530.287887108552
"HPOL_006236-RA",529,265,249,961
"HPOL_006238-RA",1287,689,960,3215
"HPOL_006239-RA",105,21,28,114
"HPOL_006240-RA",677,377,1055,3511
"HPOL_001147-RA",161,70,121,198
"HPOL_006241-RA",1968,996,818,3582
"HPOL_006273-RA",32,28,0,35
"HPOL_006242-RA",448,218,257,666
"HPOL_006267-RA",178,106,137,444
"HPOL_003070-RA",3007,1089,834,2694
"HPOL_003071-RA",770,325,288,1102
"HPOL_003072-RA",161,75,134,269
"HPOL_003073-RA",98,40,62,135
"HPOL_003074-RA",531,228,187,720
"HPOL_003075-RA",127,66,87,206
"HPOL_001148-RA",1073,522,603,2088
"HPOL_006244-RA",541,169,94,225
"HPOL_006245-RA",96,49,72,202
"HPOL_006278-RA",13,6,20,37
"HPOL_006261-RA",216,92,100,303
"HPOL_006246-RA",494.317567567568,285.499401197605,1612.8813559322,3492.31484077709
"HPOL_006247-RA",135,55,103,394
"HPOL_006248-RA",616,278,391,1162
"HPOL_006249-RA",473,202,312,1316
"HPOL_006250-RA",311,115,55,224
"HPOL_006252-RA",709,341,413,1306
"HPOL_001149-RA",571,342,341,917
"HPOL_003082-RA",1141.44012023067,539.251547467321,422.642576587282,1821.8345345501
"HPOL_003083-RA",1114,659,457,1781
"HPOL_006251-RA",63,14,18,73
"HPOL_006255-RA",342,177,190,622
"HPOL_006279-RA",82,24,40,89
"HPOL_006280-RA",341,163,131,528
"HPOL_006257-RA",64,33,15,183
"HPOL_006258-RA",267,72,94,222
"HPOL_006259-RA",1,2,0,0
"HPOL_006260-RA",863,379,383,1355
"HPOL_001150-RA",806,359,430,1480
"HPOL_006298-RA",0,0,0,0
"HPOL_006264-RA",284,138,107,597
"HPOL_006265-RA",2063,1111,734,3412
"HPOL_003096-RA",363,124,128,276
"HPOL_003097-RA",1386,705,662,2208
"HPOL_006268-RA",263,135,80,312
"HPOL_006299-RA",713.591501757729,385.531564724442,429.876048053685,1091.87078119907
"HPOL_006269-RA",1057,547,272,1420
"HPOL_006271-RA",449,156,227,412
"HPOL_006272-RA",438,182,215,573
"HPOL_005267-RA",544,181,191,459
"HPOL_006275-RA",549,275,273,865
"HPOL_006276-RA",245,138,119,388
"HPOL_006274-RA",147,61,27,183
"HPOL_006277-RA",541.303530309216,192.815860311902,215.588607207217,597.494069816627
"HPOL_003084-RA",338,95,71,250
"HPOL_003085-RA",1405,567,663,1874
"HPOL_003086-RA",21,10,15,43
"HPOL_003087-RA",26,10,11,27
"HPOL_006305-RA",84,50,51,139
"HPOL_006302-RA",1882,1016,748,3219
"HPOL_005268-RA",49,14,24,71
"HPOL_006281-RA",1107,461,391,1511
"HPOL_006282-RA",72,24,23,71
"HPOL_006283-RA",238,127,129,288
"HPOL_006284-RA",217,88,87,221
"HPOL_006285-RA",71,35,36,82
"HPOL_006286-RA",3917,2553,2095,3401
"HPOL_006287-RA",2608,1258,1431,3663
"HPOL_006306-RA",176,66,61,235
"HPOL_006288-RA",928,442,387,1337
"HPOL_003076-RA",282,98,123,350
"HPOL_005269-RA",213,89,83,282
"HPOL_003077-RA",3751,1807,1346,4664
"HPOL_003078-RA",2599,982,1367,4389
"HPOL_003079-RA",919,445,360,1148
"HPOL_003080-RA",58,29,37,88
"HPOL_003081-RA",48,28,28,93
"HPOL_006289-RA",204,62,95,214
"HPOL_005673-RA",77,29,52,94
"HPOL_006291-RA",570,252,146,625
"HPOL_006290-RA",429,181,157,508
"HPOL_006292-RA",758,373,298,1076
"HPOL_005270-RA",2224,1174,1160,3912
"HPOL_006293-RA",13,5,4,18
"HPOL_006294-RA",455.273212513964,275,516,1630.34118070161
"HPOL_006295-RA",2902,1462,1614,4476
"HPOL_006296-RA",368,212,89,394
"HPOL_003088-RA",39,16,12,50
"HPOL_003089-RA",134,73,169,504
"HPOL_003090-RA",318,163,137,577
"HPOL_003091-RA",62,23,7,129
"HPOL_006297-RA",81,62,50,195
"HPOL_006324-RA",536,194,140,408
"HPOL_000967-RA",749.708826113209,301.519777038281,641.772142651103,1320.69032368037
"HPOL_006331-RA",199.163710579874,79.0623857392152,75,221
"HPOL_006300-RA",19.4101862377909,8,3,23
"HPOL_006301-RA",515,268,574,1311
"HPOL_006303-RA",303,102,77,299
"HPOL_006304-RA",180.677966101695,116.470588235294,148.636363636364,486.808988764045
"HPOL_002367-RA",2104,968,1681,5158
"HPOL_002368-RA",71,25,12,70
"HPOL_003098-RA",1041,460,414,1361
"HPOL_003099-RA",40,15,7,52
"HPOL_003100-RA",919,388,436,1325
"HPOL_000968-RA",163,59,65,268
"HPOL_003101-RA",0,0,0,1
"HPOL_003102-RA",691,302,299,782
"HPOL_003103-RA",380,180,152,594
"HPOL_006335-RA",213,91,125,523
"HPOL_005621-RA",451,256,334,1076
"HPOL_005622-RA",50913,26507.9232420024,30349,81034.9349475945
"HPOL_006336-RA",687,164,115,367
"HPOL_006307-RA",318,80,63,195
"HPOL_006308-RA",736,337,541,1819
"HPOL_006309-RA",270,124,124,389
"HPOL_000969-RA",112,57,42,192
"HPOL_006350-RA",1083,522,733,2250
"HPOL_003092-RA",143,61,44,167
"HPOL_003093-RA",405,205,149,723
"HPOL_003094-RA",747,357,384,1301
"HPOL_003095-RA",191,87,66,335
"HPOL_006310-RA",230,113,75,579
"HPOL_006311-RA",320,161,140,474
"HPOL_006313-RA",560,276,215,990
"HPOL_006312-RA",2657,1295,1496,4613
"HPOL_006314-RA",418,237,157,669
"HPOL_000970-RA",147,50,51,131
"HPOL_006319-RA",18069.5350069992,9827.63790932578,7115.24973047254,32321.3167961674
"HPOL_000019-RA",1421,674,840,4366
"HPOL_000020-RA",802.594411774968,316.989471974373,342,1083.78561736771
"HPOL_000021-RA",1665,846,785,2684
"HPOL_000022-RA",252,125,100,312
"HPOL_000023-RA",176,63,106,400
"HPOL_000024-RA",1623.91138111458,828.320161042249,716.254086001203,2373.02020333623
"HPOL_000025-RA",736.436664915643,322.923484868242,476.948469239686,1383.94880316961
"HPOL_000026-RA",611,193.594777040817,183,596
"HPOL_000027-RA",34,7.40522295918325,42,49
"HPOL_000971-RA",762,413,260,1346
"HPOL_000028-RA",509,284,380,989
"HPOL_000029-RA",149,94,187,439
"HPOL_000030-RA",6615,2857,3537,10649
"HPOL_000031-RA",237,81,132,312
"HPOL_006316-RA",1435,695,560,2576
"HPOL_006351-RA",308,150,114,497
"HPOL_006315-RA",360,180,272,633
"HPOL_006317-RA",2,0,0,3
"HPOL_006318-RA",0,0,0,0
"HPOL_006320-RA",187,90,89,264
"HPOL_000972-RA",141,52,55,114
"HPOL_006321-RA",4466,2295,1154,5765
"HPOL_006325-RA",12,2,12,50
"HPOL_006326-RA",13,2,0,29
"HPOL_006322-RA",356,162,279,902.536521535939
"HPOL_006323-RA",59,21,14,82
"HPOL_006327-RA",440,205,318,824
"HPOL_006328-RA",46,12,15,42
"HPOL_001553-RA",185,79,73,345
"HPOL_001554-RA",788,439,476,1513
"HPOL_001555-RA",671,354,370,1067
"HPOL_000973-RA",265.291173886791,130.480222961719,52.2278573488966,395.309676319632
"HPOL_001556-RA",440.628861215947,187.086173240949,226.844744055919,659.756095938766
"HPOL_001557-RA",1450,741,496,2289
"HPOL_001558-RA",409,188,174,573
"HPOL_001559-RA",583,253,399,1221
"HPOL_003115-RA",7254,2813,2075,8072
"HPOL_003116-RA",947,487,701,1426
"HPOL_003117-RA",749,337,249,984
"HPOL_003118-RA",4661,2194,1602,5767
"HPOL_003119-RA",7172,3509,3121,11114
"HPOL_003120-RA",162,83,70,184
"HPOL_002466-RA",0,0,0,0
"HPOL_006357-RA",148,81,41,237
"HPOL_006329-RA",232,79,90,378
"HPOL_006356-RA",72,23,13,50
"HPOL_006358-RA",869,385,390,1246
"HPOL_006330-RA",82,23,36,85
"HPOL_006332-RA",831,365,601,1687
"HPOL_006333-RA",340,132,126,475
"HPOL_006334-RA",9063,5114,2950,17579
"HPOL_003121-RA",294.5,166,182,541
"HPOL_003122-RA",286,78,96,218
"HPOL_002467-RA",2.49217825581179,0,0,0
"HPOL_003123-RA",821,413,359,1329
"HPOL_003124-RA",58,38,66,126
"HPOL_006337-RA",2767,1200,1710,5254
"HPOL_006338-RA",3323,1394,837,2873
"HPOL_006340-RA",28,6,0,46
"HPOL_006341-RA",106,40,46,178
"HPOL_006342-RA",636,246,157,934
"HPOL_006343-RA",181,97,58,255
"HPOL_003151-RA",191,59,62,128
"HPOL_003152-RA",381,183,190,628
"HPOL_002468-RA",177,76,53,275
"HPOL_003153-RA",2567,1481,4674,14626
"HPOL_006380-RA",89,23,7,73
"HPOL_006344-RA",519,192,199,853
"HPOL_006345-RA",353,171,261,839
"HPOL_006346-RA",54.2590186806143,12,48,174.658819298394
"HPOL_006347-RA",10070.8850848874,5034.64204336833,2912.43932695958,15160.2341196624
"HPOL_006348-RA",871,426,295,1364
"HPOL_006349-RA",315,142,112,452
"HPOL_006352-RA",5616,2859,2025,8280
"HPOL_006353-RA",110,34,30,142
"HPOL_002469-RA",473,207,178,916
"HPOL_006354-RA",1,1,0,4
"HPOL_003125-RA",190,73,119,336
"HPOL_003126-RA",331,194,1569,4418
"HPOL_003127-RA",88,22,29,66
"HPOL_003128-RA",125,46,66,129
"HPOL_003129-RA",52,12,0,36
"HPOL_006339-RA",8,7,0,4
"HPOL_006355-RA",102,36,68,264
"HPOL_006365-RA",477,234,168,637
"HPOL_006377-RA",56,13,19,36
"HPOL_002470-RA",458.886576130721,188.975032372859,252.099442762336,808.43009087952
"HPOL_006383-RA",601,269,170,683
"HPOL_006363-RA",563,240,189,849
"HPOL_006403-RA",83,22,8,83
