"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_005033-RA",200,105,61,87,227,90
"HPOL_005034-RA",358,177,138,149,559,207
"HPOL_005035-RA",111,53,34,25,136,10
"HPOL_005316-RA",77,25,6,9,34,7
"HPOL_005317-RA",1642.04377284313,667.734325290216,854.015891545028,495.316524254175,2243.87663869792,2109
"HPOL_005318-RA",362.570517714017,193.601919107788,161.399902387629,222.396150159506,549.422114813581,233.120919687073
"HPOL_005808-RA",35,10,11,11,36,43
"HPOL_005809-RA",632,270,378,365,1436,879
"HPOL_002139-RA",58,11,16,4,33,25
"HPOL_005810-RA",1560,751,744,575,1262,437
"HPOL_005811-RA",213,92,169,77,296,80
"HPOL_001717-RA",43,24,12,55,54,40
"HPOL_001718-RA",257,128,136,104,472,237
"HPOL_001719-RA",1949,906,969,854,3048,1568
"HPOL_001720-RA",133,52,17,40,73,16
"HPOL_001721-RA",998,535,504,424,1608,789
"HPOL_001722-RA",256,136,110,134,457,184
"HPOL_002110-RA",72,38,43,40,130,73
"HPOL_002111-RA",849,319,327,381,1266,479
"HPOL_001279-RA",3823,1685,1164,1674,5851,8724
"HPOL_002112-RA",203,82,94,51,172,83
"HPOL_002113-RA",990,397,454,315,1065,1168
"HPOL_002114-RA",125,59,95,56,201,214
"HPOL_002115-RA",646,356,347,345,904,224
"HPOL_002116-RA",1333,607,793,412,1534,2048
"HPOL_002836-RA",907,425,341,235,1158,1183
"HPOL_002837-RA",80,30,60,39,74,125
"HPOL_002838-RA",131,69,42,65,194,106
"HPOL_002839-RA",17,21,14,21,43,9
"HPOL_002840-RA",109,29,58,49,169,183
"HPOL_001280-RA",5075,2030,2163,2775,8138,4029
"HPOL_002841-RA",360,139,261,154,532,613
"HPOL_005812-RA",874,496,376,436,1001,174
"HPOL_005813-RA",26,7,8,16,54,15
"HPOL_003634-RA",9978,4586,3494,4046,15344,5426
"HPOL_005309-RA",97,31,21,19,60,19
"HPOL_005310-RA",2279,1010,747,873,2867,963
"HPOL_005814-RA",201,62,75,83,327,168
"HPOL_004985-RA",410,211,158,202,759,206
"HPOL_005817-RA",548,232,247,331,1184,767
"HPOL_005822-RA",333,214,128,871,2327,257
"HPOL_001281-RA",313,140,105,145,362,171
"HPOL_001208-RA",319.131200860794,101.41051094442,57.1472136663639,117.186902415079,304.93916176637,88.5367273802979
"HPOL_001209-RA",206,104,108,240,474,196
"HPOL_001210-RA",634,295,241,374,1403,492
"HPOL_001211-RA",2027,975,1100,1586,5644,2082
"HPOL_001212-RA",328,154,131,164,375,184
"HPOL_001213-RA",58,25,36,35,177,51
"HPOL_001214-RA",347.868799139206,128.58948905558,47.8527863336361,117.813097584921,288.19257208455,41.4632726197021
"HPOL_005818-RA",80,54,48,45,192,40
"HPOL_002803-RA",108,36,77,25,199,151
"HPOL_002804-RA",91,19,16,16,65,36
"HPOL_001282-RA",2694,1382,868,840,3572,1332
"HPOL_002805-RA",5029,2006,2876,2331,6906,10756
"HPOL_002806-RA",576,131,359,299,719,15955
"HPOL_002604-RA",828,319,221,489,1249,603
"HPOL_002605-RA",1560,785,665,884,2505,1758
"HPOL_005819-RA",147,77,88,62,244,50
"HPOL_005820-RA",130,71,75,64,270,83
"HPOL_005821-RA",42.7709618863587,15.9849671560147,30.140294575188,60.8338559140343,57.3268640689111,10.0526085339178
"HPOL_005073-RA",379,116,74,84,248,48
"HPOL_005074-RA",1017,549,726,1178,2783,190
"HPOL_005823-RA",131,44,15,12,55,5
"HPOL_003017-RA",937,440,579,361,1632,1356
"HPOL_005824-RA",318,148,172,110,437,196
"HPOL_005047-RA",975,525,411,346,1425,866
"HPOL_005048-RA",50,19,20,1,104,32
"HPOL_005769-RA",66.9617219556872,51.6251161155563,59.2077136172044,38.9564230929483,147.854657087989,89.1558312155147
"HPOL_005770-RA",352,147,172,133,552,278
"HPOL_005771-RA",1311,652,344,508,1384,1048
"HPOL_005825-RA",269,120,131,155,463,223
"HPOL_005826-RA",853,376,377,228,1061,462
"HPOL_005827-RA",25,14,13,8,25,8
"HPOL_005828-RA",4042,1958,1696,1623,5777,2645
"HPOL_003018-RA",3363,1694,1315,1322,4076,2559
"HPOL_002063-RA",229,107,172,56,311,346
"HPOL_002064-RA",706,322,352,335,1264,570
"HPOL_002065-RA",402,258,341,208,519,658
"HPOL_005830-RA",121,43,78,58,169,65
"HPOL_005831-RA",391,206,172,185,643,281
"HPOL_002847-RA",400,192,116,703,1985,443
"HPOL_002848-RA",5080,2577,2038,2275,7606,3991
"HPOL_002849-RA",384,213,144,290,995,280
"HPOL_002850-RA",124,69,44,57,215,82
"HPOL_005829-RA",414,171,163,273,675,301
"HPOL_003019-RA",4691,2092,2304,2277,7785,4947
"HPOL_005066-RA",153.46863510161,71.609499726387,27.7638453486003,34,144.901773047716,32
"HPOL_005067-RA",79,53,56,4,111,124
"HPOL_005068-RA",154,73,111,85,231,190
"HPOL_005069-RA",411,207,139,205,907,198
"HPOL_005457-RA",1318,846,630,859,2555,1019
"HPOL_002040-RA",513,280,207,131,718,263
"HPOL_002041-RA",138,73,61,95,295,153
"HPOL_002042-RA",4349,2318,1494,1939,4765,3184
"HPOL_002043-RA",385,84,66,99,257,30
"HPOL_005433-RA",413,175,159,143,611,271
"HPOL_003020-RA",669,286,302,386,689,313
"HPOL_005434-RA",33,11,27,28,70,9
"HPOL_005834-RA",425,170,327,178,505,362
"HPOL_005835-RA",82,58,45,9,154,52
"HPOL_005841-RA",198,140,141,219,621,253
"HPOL_005836-RA",127.867195229958,31.3165828096673,49.9035151731064,20.8325517140343,139.618709951499,53.6632026631205
"HPOL_004448-RA",647,305,456,323,1185,602
"HPOL_004449-RA",1000,563,373,543,1544,1014
"HPOL_005658-RA",437.28892138496,246,205,229,978.031769264253,479.115545724929
"HPOL_005659-RA",264,123,179,109,534,306
"HPOL_002811-RA",40,11,36,6,54,29
"HPOL_001004-RA",505,196,351,206,817,480
"HPOL_002812-RA",4552,2050,1322,2105,7679,2360
"HPOL_002813-RA",5664,2657,2411,4031,12100,4236
"HPOL_002814-RA",1777,825,785,631,1905,1314
"HPOL_002815-RA",158,56,73,61,285,249
"HPOL_002816-RA",224.811515847158,93.8708346775839,96.9093492216002,87.9062026440245,330.007228006712,282.446274140233
"HPOL_002817-RA",31,15,4,0,42,12
"HPOL_005847-RA",241,109,203,179,482,287
"HPOL_003784-RA",231,108,88,97,378,146
"HPOL_003785-RA",821,332,351,284,1415,693
"HPOL_003786-RA",1056,492,350,662,1668,173
"HPOL_001005-RA",1138,442,262,333,1074,372
"HPOL_003787-RA",800,396,287,230,970,494
"HPOL_005837-RA",164,59,31,26,157,30
"HPOL_005083-RA",206,36,38,75,160,19
"HPOL_005084-RA",1299,581,550,856,2656,3047
"HPOL_005085-RA",733,378,236,260,1072,472
"HPOL_005086-RA",130,46,71,88,241,167
"HPOL_005838-RA",482,221,250,206,636,1324
"HPOL_005850-RA",557,257,256,241,986,553
"HPOL_005462-RA",232.165560245213,121.940693195886,125.194667821618,59.3492645320423,361.232239102945,238.168630815347
"HPOL_003556-RA",604,220,671,324,1036,1057
"HPOL_001006-RA",345,137,210,152,504,558
"HPOL_003557-RA",1849,867,1196,1011,3831,2345
"HPOL_003558-RA",139,66,52,63,272,102
"HPOL_003559-RA",49,7,12,25,48,67
"HPOL_003560-RA",1413,608,757,824,2310,3895
"HPOL_003561-RA",527,194,375,182,548,423
"HPOL_002044-RA",31,10,16,2,30,17
"HPOL_002045-RA",4028,1666,1747,2272,6286,3019
"HPOL_002046-RA",124,35,62,40,208,35
"HPOL_002181-RA",43495,25084,12201,29582,87720,12489
"HPOL_002821-RA",433,175,183,165,567,526
"HPOL_001007-RA",709,323,464,348,1375,1263
"HPOL_002822-RA",3430,1553,940,1377,4245,4657
"HPOL_002823-RA",1851,917,763,705,2574,1727
"HPOL_005839-RA",275,89,160,164,591,504
"HPOL_005840-RA",75,26,35,11,169,79
"HPOL_005842-RA",1492,658,582.173343431219,704.38024480391,2209.99976538553,2718.83200510378
"HPOL_005843-RA",420,159,191,188,664,809
"HPOL_005846-RA",561,305,185,403,1080,503
"HPOL_005848-RA",406,182,272,124,720,458
"HPOL_005849-RA",216,113,178,77,231,159
"HPOL_005851-RA",817,431,318,552,1706,1641
"HPOL_001008-RA",342,155,162,170,588,245
"HPOL_005852-RA",102,64,54,65,188,80
"HPOL_005853-RA",33,15,16,8,55,25
"HPOL_005854-RA",625,291,321,458,1351,555
"HPOL_005617-RA",736.878530481081,345.82009183992,348.502964559859,273.640106993002,947.134260825811,543.1567011266
"HPOL_005855-RA",1228,565.008433898799,708.39356674004,504,1582.79469008759,809
"HPOL_002832-RA",384,171,208,132,513,272
"HPOL_002833-RA",652,340,327,285,1200,542
"HPOL_002834-RA",121,65,67,131,314,220
"HPOL_002835-RA",8,2,4,0,17,44
"HPOL_005856-RA",3565,1726,1466,1512,5668,2318
"HPOL_001009-RA",214,55,101,194,555,146
"HPOL_005867-RA",94,53,43,43,179,57
"HPOL_005857-RA",2120,843,809,1360,2469,1454
"HPOL_005308-RA",764,246,136,158,636,148
"HPOL_001595-RA",329,139,199,182,392,267
"HPOL_001596-RA",446,200,315,183,642,520
"HPOL_001597-RA",184,100,101,81,407,198
"HPOL_005866-RA",545,289,305,203,704,358
"HPOL_005868-RA",83,39,42,68,188,139
"HPOL_005858-RA",315,127,94,118,411,143
"HPOL_005859-RA",185,58,74,28,196,66
"HPOL_001010-RA",194,90,71,221,476,92
"HPOL_005861-RA",91,33,16,24,102,15
"HPOL_002827-RA",2075,1018,1024,869,3071,2282
"HPOL_002828-RA",2051,950,945,1123,2892,1598
"HPOL_005860-RA",112,28,39,33,131,53
"HPOL_002080-RA",77,39,36,43,151,29
"HPOL_002081-RA",257,140,115,94,368,212
"HPOL_002082-RA",191,85,71,50,413,212
"HPOL_002083-RA",151,61,60,88,177,26
"HPOL_002084-RA",110,56,53,71,167,57
"HPOL_002085-RA",91,48,35,40,159,51
"HPOL_005248-RA",178,78,60,112,416,86
"HPOL_005870-RA",2753,1267,1397,1404,4553,1867
"HPOL_005863-RA",231,98,69,92,380,113
"HPOL_005864-RA",217,98,85,95,416,115
"HPOL_005865-RA",88,41,35,61,148,88
"HPOL_005873-RA",245,97,114,92,374,215
"HPOL_005874-RA",173,85,122,131,284,82
"HPOL_005878-RA",96,41,42,85,142,32
"HPOL_005888-RA",289,106,86,235,971,243
"HPOL_002047-RA",228,78,102,65,240,86
"HPOL_002048-RA",116.600970099313,76.1308621453226,198.830379845985,85.8070102185556,194.949830438009,109.773596941508
"HPOL_005249-RA",1057,422,284,462,1377,2762
"HPOL_002049-RA",440,188,753,319,688,543
"HPOL_002050-RA",228,102,62,174,542,144
"HPOL_002829-RA",541,217,307,238,945,567
"HPOL_002830-RA",1482,643,913,773,2311,1551
"HPOL_002831-RA",25.4646607385392,18.0571833749099,17.2990548624818,20.6592278991136,45.5503287376402,24.5891831006463
"HPOL_005869-RA",29,25,27,14,70,50
"HPOL_002066-RA",19,6,8,0,10,28
"HPOL_002067-RA",183,101,151,68,248,237
"HPOL_002068-RA",322,107,133,121,271,128
"HPOL_002091-RA",144,62,49,89,372,63
"HPOL_005250-RA",876,317,707,220,567,1498
"HPOL_002092-RA",82,42,33,70,197,18
"HPOL_002196-RA",2,1,0,0,0,0
"HPOL_002095-RA",340,136,165,37,273,92
"HPOL_002096-RA",756,352,320,699,1394,247
"HPOL_002097-RA",117,52,60,37,105,47
"HPOL_005862-RA",419,196,194,131,524,299
"HPOL_005871-RA",684,288,305,278,971,624
"HPOL_005875-RA",342,163,182,143,609,256
"HPOL_004994-RA",538.710974259334,249.613999395297,211.196855334186,236.489085402432,706.906584503571,199.208824132929
"HPOL_004995-RA",40,15,21,25,57,17
"HPOL_002446-RA",1816,643,667,541,1493,925
"HPOL_005876-RA",299,134,70,200,807,176
"HPOL_005877-RA",221,82,54,57,154,46
"HPOL_001431-RA",281,96,114,100,264,86
"HPOL_001432-RA",1354,668,811,514,2222,1247
"HPOL_001433-RA",111,48,11,27,69,19
"HPOL_001434-RA",128,25,15,34,79,4
"HPOL_001435-RA",86,36,10,15,54,10
"HPOL_001436-RA",227,74,54,30,197,33
"HPOL_001437-RA",1653,787,782,938,2843,2763
"HPOL_001438-RA",1797,861,827,1121,3493,2639
"HPOL_002447-RA",691,255,215,239,662,150
"HPOL_002855-RA",321,170,205,79,429,225
"HPOL_002856-RA",947,324,368,416,1368,528
"HPOL_002857-RA",21613,14231,6642,10591,19150,43689
"HPOL_002858-RA",936,425,469,364,1312,594
"HPOL_005879-RA",1644,857,523,631,2565,762
"HPOL_005880-RA",318,183,160,198,464,87
"HPOL_005881-RA",262,113,151,143,440,214
"HPOL_001821-RA",67,16,12,8,44,54
"HPOL_001822-RA",199,86,56,70,205,94
"HPOL_001823-RA",403,188,163,204,672,247
"HPOL_002448-RA",176,79,99,31,259,374
"HPOL_002069-RA",814,400,368,307,1055,639
"HPOL_002070-RA",477,180,81,209,435,65
"HPOL_005882-RA",562,263,282,218,880,550
"HPOL_005883-RA",324,129,114,328,888,651.497201539962
"HPOL_005884-RA",111,48,12,69,55,10
"HPOL_002077-RA",58,13,12,20,54,9
"HPOL_002078-RA",139,57,36,82,140,97
"HPOL_002079-RA",88,20,18,41,50,10
"HPOL_005885-RA",278,99,619,121,210,178
"HPOL_005886-RA",1666,912,245,1605,6350,504
"HPOL_002449-RA",363,123,178,72,553,321
"HPOL_005887-RA",1932,938,1111,1620,4909,1858
"HPOL_005910-RA",675,364,475,255,1002,676
"HPOL_002098-RA",395,178,225,197,645,403
"HPOL_002099-RA",593,265,255,321,1320,1182
"HPOL_002100-RA",10603,5007,3306,5135,15805,13222
"HPOL_002859-RA",171,46,50,17,129,51
"HPOL_002860-RA",2818,1581,1031,1034,2553,3472
"HPOL_002861-RA",88,30,40,51,113,60
"HPOL_002862-RA",315,160,186,174,524,270
"HPOL_002863-RA",344,161,137,179,433,193
"HPOL_000787-RA",931,402,316,420,1166,1762
"HPOL_005889-RA",498,236,188,185,864,357
"HPOL_005905-RA",1586,712,554,591,2151,873
"HPOL_001644-RA",128.651067803134,42.0142657056804,42.7884653262137,51.7686899904175,151.624043603518,76.4391986483537
"HPOL_001645-RA",189,80,60,68,275,99
"HPOL_001646-RA",472,190,179,183,612,168
"HPOL_001647-RA",785.0779730693,338.519699598118,396.02099166072,629.161363209014,1754.41643668112,2353.67100326704
"HPOL_001648-RA",268,124,96,107,423,171
"HPOL_005893-RA",421,120,98,88,258,96
"HPOL_005890-RA",32.3489321968665,32.9857342943196,15.2115346737863,1.23131000958251,69.3759563964824,4.56080135164626
"HPOL_005891-RA",2099,954,912,637,2259,2284
"HPOL_000788-RA",495,201,244,267,741,223
"HPOL_005892-RA",38,16,21,4,25,16
"HPOL_002144-RA",67,39,44,77,157,58
"HPOL_002145-RA",1636,712,615,656,2294,847
"HPOL_005894-RA",10,3,9,5,25,9
"HPOL_005895-RA",307.221805786575,176.255826036633,226.976105386397,207,490.430562477073,458.658788255334
"HPOL_005919-RA",498,201,219,118,472,298
"HPOL_005920-RA",41,19,19,16,83,33
"HPOL_005896-RA",397,171,304,97,708,619
"HPOL_002867-RA",577,260,244,335,1000,494
"HPOL_002868-RA",732,345,254,384,1420,336
"HPOL_000789-RA",1019,366,450,429,1194,273
"HPOL_002869-RA",162,44,55,63,260,47
"HPOL_002870-RA",138,53,47,71,193,91
"HPOL_005176-RA",284,149,118,139,523,159
"HPOL_005177-RA",6616,3333,1861,2880,10271,4155
"HPOL_002157-RA",5101,3587,2557,3362,9518,9616
"HPOL_002158-RA",78,44,85,35,138,122
"HPOL_002159-RA",787,303,218,363,1288,464
"HPOL_002160-RA",409,185,158,197,580,266
"HPOL_002101-RA",20,7,16,22,71,36
"HPOL_002102-RA",414,168,202,108,565,349
"HPOL_005251-RA",452,205,224,211,740,391
"HPOL_005897-RA",334,129,141,153,626,604
"HPOL_005898-RA",444,187,196,214,660,350
"HPOL_005899-RA",28,5,0,0,11,7
"HPOL_005409-RA",1559,741,853,733,2523,1212
"HPOL_005900-RA",46,9,51,41,163,66
"HPOL_005903-RA",141,22,13,30,76,21
"HPOL_005904-RA",23,3,4,17,26,16
"HPOL_005901-RA",967,443,363,329,1530,454
"HPOL_005902-RA",4080,3136,2369,4844,4427,733
"HPOL_002881-RA",3041,1198,1479,1012,3888,2172
"HPOL_005259-RA",552,242,125,220,748,193
"HPOL_002882-RA",1469,661,772,535,1990,1157
"HPOL_005906-RA",212,78,204,120,288,116
"HPOL_005908-RA",547,184,436,160,496,563
"HPOL_005909-RA",326.244717433316,147.942065164803,189.591808950112,100.345898260574,472.032419543222,295.766043550877
"HPOL_005915-RA",571,248,188,210,816,723
"HPOL_005907-RA",533,221,346,229,776,492
"HPOL_005388-RA",677,319,192,344,1070,723
"HPOL_005389-RA",65,19,28,18,43,5
"HPOL_005911-RA",544,261,223,301,896,479
"HPOL_005912-RA",48,30,40,40,126,38
"HPOL_005260-RA",180,46,20,51,116,19
"HPOL_005913-RA",137,38,28,48,126,24
"HPOL_005914-RA",435,220,254,373,1446,925
"HPOL_005916-RA",786,427,405,1110,3633,1027
"HPOL_005917-RA",87,28,54,30,150,48
"HPOL_005918-RA",27,8,12,7,50,17
"HPOL_002871-RA",74,15,29,22,111,62
"HPOL_002872-RA",2563,1345,879,1857,4095,487
"HPOL_002873-RA",210,80,112,99,327,159
"HPOL_002874-RA",173,96,173,93,327,430
"HPOL_002875-RA",403,175,151,564,1419,551
"HPOL_005254-RA",44,27,10,25,30,32
"HPOL_005925-RA",91,51,13,155,601,51
"HPOL_002151-RA",128,61,29,47,117,17
"HPOL_002152-RA",334,93,110,138,343,135
"HPOL_005944-RA",1175,545,502,944,3664,718
"HPOL_005945-RA",388,218,227,206,607,342
"HPOL_002146-RA",84,50,73,50,190,136
"HPOL_002147-RA",839,179,109,152,438,84
"HPOL_005921-RA",372,182,177,172,619,85
"HPOL_005285-RA",1135.21155079656,535.261754646073,656.005523160435,530.520137149077,1902.58674845751,1271.30013185486
"HPOL_005286-RA",1586.75815213763,705.859784727189,816.196853539286,580.071327309255,2142.62071473494,1755.66903836147
"HPOL_005255-RA",81,28,28,48,128,70
"HPOL_005287-RA",397,272,267,265,1001,305
"HPOL_005924-RA",277,135,112,105,604,210
"HPOL_005940-RA",69,28,45,29,140,160
"HPOL_005926-RA",99,67,63,39,207,61
"HPOL_002140-RA",1437,627,670,695,1761,1136
"HPOL_002141-RA",716,278,305,370,1054,556
"HPOL_002142-RA",372,168,173,131,493,168
"HPOL_002143-RA",551,279,297,289,692,326
"HPOL_002888-RA",247,105,158,84,385,287
"HPOL_002889-RA",332,88,70,85,171,38
"HPOL_005256-RA",16,12,5,5,22,14
"HPOL_002890-RA",381,146,117,134,479,194
"HPOL_005927-RA",181,76,79,104,187,80
"HPOL_005928-RA",311,117,110,93,368,56
"HPOL_005929-RA",109,36,43,70,253,728
"HPOL_005930-RA",77.526033494189,16.2712850964555,15.527115806392,36.2415088458621,63.2446928321271,13.8379925883759
"HPOL_005931-RA",48,12,5,15,28,21
"HPOL_005932-RA",246,118,111,131,372,217
"HPOL_005403-RA",104,55,75,59,125,125
"HPOL_005404-RA",49,13,31,4,62,27
"HPOL_005933-RA",777,377,306,420,1763,1072
"HPOL_005257-RA",655,304,418,216,1028,729
"HPOL_000588-RA",132,45,15,35,128,13
"HPOL_000589-RA",7251,3172,2695,2378,8146,3647
"HPOL_000590-RA",288,142,113,110,421,303
"HPOL_000591-RA",54,21,18,3,49,5
"HPOL_005934-RA",925.343074530572,439,528,367,1114,1612
"HPOL_002891-RA",789,391,551,384,977,1330
"HPOL_002892-RA",192,75,70,94,382,192
"HPOL_005936-RA",690,382,389,441,1218,318
"HPOL_005935-RA",1352,684,668,691,2151,1326
"HPOL_001969-RA",334,166,120,183,430,165
"HPOL_005258-RA",235,79,120,63,288,197
"HPOL_001970-RA",514,225,166,257,621,557
"HPOL_001971-RA",82,40,31,46,129,103
"HPOL_001972-RA",414,247,178,197,553,193
"HPOL_005937-RA",321,140,121,100,292,91
"HPOL_002200-RA",1387,591,928,521,1780,1218
"HPOL_002201-RA",982,517,253,788,2679,4858
"HPOL_002202-RA",413,182,348,193,834,624
"HPOL_005938-RA",295,123,204,135,513,370
"HPOL_005939-RA",722,392,392,379,1202,552
"HPOL_005946-RA",9077,4152,4205,5526,16178,5510
"HPOL_005262-RA",1136.33670578336,528,528,720,1786,441
"HPOL_005947-RA",1492,662,715,613,2078,727
"HPOL_005943-RA",2282.80466989463,833.049368806414,1373.05340344209,965.363256862984,2699.26892170171,2714.68004055788
"HPOL_005427-RA",323,127,145,124,536,193
"HPOL_005428-RA",154,86,114,101,272,230
"HPOL_005429-RA",350,184,178,151,550,291
"HPOL_002905-RA",727,315,287,218,1083,396
"HPOL_002906-RA",185,67,119,80,268,129
"HPOL_002907-RA",1050,528,557,587,1961,1003
"HPOL_002964-RA",711,292,286,300,882,297
"HPOL_002965-RA",468,185,156,169,540,222
"HPOL_005263-RA",762.836289420126,375.475881040923,282,282,827,433
"HPOL_002966-RA",589,293,299,271,934,595
"HPOL_002174-RA",62,23,11,12,37,15
"HPOL_002175-RA",153,38,36,34,100,25
"HPOL_002176-RA",272,79,35,92,200,18
"HPOL_005301-RA",377,160,198,148,682,256
"HPOL_005657-RA",164,103,137,180,445,146
"HPOL_005948-RA",1778.00380282753,866.377201865591,2949.75560031348,1257.7710047971,4324.20105331254,6659.95966175808
"HPOL_005978-RA",196,104,98,83,374,133
"HPOL_005949-RA",278,135,83,457,1358,140
"HPOL_005950-RA",295,129,143,94,421,228
"HPOL_005264-RA",136,53,48,53,117,31
"HPOL_005951-RA",674,323,342,361,1104,679
"HPOL_005952-RA",69,28,33,30,120,51
"HPOL_005953-RA",2445,1396,587,1858,6633,1480
"HPOL_005954-RA",1760.56219111465,590.729976801524,483.743061886286,867.28904795643,1291.03214667897,8130.607326875
"HPOL_002937-RA",2708,1405,856,1264,3945,1095
"HPOL_002938-RA",626,350,367,261,1130,635
"HPOL_002939-RA",365,167,143,204,649,285
"HPOL_005957-RA",329,134,119,142,380,127
"HPOL_005958-RA",251,82,100,70,243,122
"HPOL_005960-RA",612,345,203,254,960,548
"HPOL_004409-RA",49,32,22,22,133,66
"HPOL_005961-RA",1443,741,393,602,2178,907
"HPOL_005959-RA",406,240,64,433,1459,377
"HPOL_005962-RA",350,157,95,151,470,86
"HPOL_005963-RA",341,179,193,179,559,378
"HPOL_005967-RA",1971,883,725,880,2760,863
"HPOL_005964-RA",837.76459005095,431.062185148048,327.005084665578,404.07845683113,1453.3466322386,540.246369469694
"HPOL_005965-RA",573,331,263,319,1199,484
"HPOL_005966-RA",31,8,36,38,76,78
"HPOL_005968-RA",452,167,83,75,214,61
"HPOL_002954-RA",1293,717,754,420,1569,1926
"HPOL_004410-RA",8891,4426,6454,3969,13855,9903
"HPOL_002955-RA",2284,975,1173,1150,3187,10012
"HPOL_005783-RA",73.1173700034623,44.4313111598891,40.4894170490708,24,139.309287310569,41.7541462683616
"HPOL_005784-RA",153,77,90,52,248,80
"HPOL_002918-RA",298,122,231,312,800,818
"HPOL_002919-RA",1586,768,654,922,2519,1582
"HPOL_002920-RA",117,69,44,56,171,25
"HPOL_002921-RA",47.1047758396455,11.7987260824171,23.2361546513997,36.6685771964845,34.0982269522838,14
"HPOL_005969-RA",272,146,116,136,515,235
"HPOL_005970-RA",231,98,123,93,434,142
"HPOL_005971-RA",814,439,360,337,1355,542
"HPOL_004411-RA",238,59,33,47,138,17
"HPOL_005972-RA",265,102,144,52,339,641
"HPOL_005973-RA",37,7,192,15,30,14
"HPOL_005974-RA",210,122,92,72,467,232
"HPOL_005975-RA",1105,367,696,396,1028,819
"HPOL_005976-RA",35,23,19,19,84,23
"HPOL_005993-RA",1070,593,610,679,2099,1067
"HPOL_005994-RA",227,129,88,198,399,211
"HPOL_005977-RA",382,143,506,102,481,998
"HPOL_001108-RA",414,140,194,99,525,207
"HPOL_001109-RA",5146.85237565904,2372.39813514757,1882.59607945369,2581.40344081333,8192.46648792689,2297.00214465397
"HPOL_002439-RA",709,317,419,58,370,246
"HPOL_001439-RA",192,98,96,77,268,100
"HPOL_001440-RA",193,89,84,58,312,70
"HPOL_001441-RA",326,128,191,164,600,252
"HPOL_001442-RA",295,97,53,140,395,122
"HPOL_001443-RA",227,90,150,65,317,227
"HPOL_001444-RA",582,254,249,196,738,244
"HPOL_001445-RA",580,297,270,205,717,450
"HPOL_001446-RA",296,136,53,199,632,471
"HPOL_002922-RA",2886,1315,719,813,3571,746
"HPOL_002923-RA",250,131,137,108,386,179
"HPOL_002440-RA",718.116339212377,302.918555831699,379,87.9117536403711,405.638490016315,132
"HPOL_002924-RA",394,175,347,210,848,646
"HPOL_002925-RA",16538,6842,7046,8529,24148,9611
"HPOL_005979-RA",307,145,149,127,459,128
"HPOL_005980-RA",77,26,12,17,141,7
"HPOL_005981-RA",2,0,3,0,1,15
"HPOL_005999-RA",383,173,161,316,1108,680
"HPOL_005982-RA",109,56,55,68,197,236
"HPOL_005983-RA",458,202,258,273,703,449
"HPOL_005984-RA",68,39,17,39,118,19
"HPOL_005985-RA",578,286,283,326,1194,833
"HPOL_004394-RA",120,37,52,27,135,104
"HPOL_002191-RA",1209,533,239,533,1606,442
"HPOL_002192-RA",388,170,77,210,505,153
"HPOL_005986-RA",164,70,98,147,410,246
"HPOL_005987-RA",133,59,71,106,246,64
"HPOL_005988-RA",2089,818,972,1183,3660,2312
"HPOL_002908-RA",574,344,226,308,1019,625
"HPOL_002909-RA",81,47,29,25,116,38
"HPOL_002910-RA",59,45,27,38,130,16
"HPOL_002911-RA",740,394,347,319,974,554
"HPOL_005989-RA",531,238,314,222,1041,624
"HPOL_004395-RA",893,370,553,784,2659,1705
"HPOL_005990-RA",236,88,142,112,379,184
"HPOL_005991-RA",23843,11440,9823,9523,33243,13675
"HPOL_006009-RA",605,318,131,669,1873,760
"HPOL_005992-RA",1402,730,1171,1149,2824,1090
"HPOL_006019-RA",55,27,38,43,87,48
"HPOL_001807-RA",878,453,365,335,1259,521
"HPOL_001808-RA",111,50.9999994332734,37.9999996595381,32,186,80
"HPOL_001809-RA",211,106,70,39,275,170
"HPOL_001810-RA",169,32,22,35,100,22
"HPOL_001811-RA",255,137,107,88,355,182
"HPOL_004396-RA",885,381,333,336,1136,3448
"HPOL_005941-RA",140,60,45,62,231,144
"HPOL_005942-RA",132,56,53,42,207,71
"HPOL_006004-RA",589,263,387,274,956,855
"HPOL_005995-RA",1814,846,677,783,2902,2303
"HPOL_002912-RA",42,23,9,7,44,14
"HPOL_002913-RA",276,69,102,103,290,104
"HPOL_002914-RA",296,80,61,136,210,45
"HPOL_002245-RA",330,120,173,253,848,628
"HPOL_002246-RA",31,12,29,14,39,12
"HPOL_005996-RA",188,83,62,66,249,49
"HPOL_004397-RA",850,434,337,309,1246,476
"HPOL_005997-RA",319,153,154,101,562,301
"HPOL_005998-RA",32,4,3,7,14,15
"HPOL_005465-RA",591,219,355,298,1244,751
"HPOL_005466-RA",5851,3020,2252,4734,13737,2597
"HPOL_006014-RA",1770,893,926,856,2991,1020
"HPOL_006015-RA",864,490,472,415,1624,633
"HPOL_006000-RA",368,225,53,145,560,54
"HPOL_006001-RA",1467,734,383,782,2761,768
"HPOL_002944-RA",930,489,426,379,1620,814
"HPOL_002945-RA",2277,1410,1301,1303,4284,1380
"HPOL_005276-RA",684,258,227,337,977,580
"HPOL_006002-RA",1727,937,761,1216,4015,1570
"HPOL_002915-RA",617,280,308,313,1186,626
"HPOL_002916-RA",6247,3198,3028,2859,10240,5686
